,,"Purpose of This Spreadsheet is to Outline the Methodology of System 30
Branches Traded in 2025 OOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMT,3d RSI COMT LT13 - L COMT,5.0 %,8.3 %,2500,4168,12.0 %,7.9 %,41.6 %,105.0 %,-1.1 %,-2.3 %,7,7,0.6,0.6,71.4 %,100.0 %,2.2,,357,576,0.7 %,1.1 %,3,1.9,2,0,4,7,2,0,4,7,2,0,4,6,2.5,,5,7,5.4,,2,4.9,-1138,0,-1.1 %,0.0 %,-1138,0,-1.1 %,0.0 %,-1138,0,-1.1 %,0.0 %,71.4 %,100.0 %,71.4 %,100.0 %,71.4 %,100.0 %,614,576,-285,0,71.4 %,100.0 %
COPX,16d RSI COPX LT35 - L COPX,-4.0 %,11.9 %,-1993,5932,100.0 %,6.8 %,-4.0 %,175.9 %,0.0 %,-2.6 %,1,5,0.1,0.4,0.0 %,100.0 %,0,,-1993,1137,-4.0 %,2.3 %,4,2.4,1,0,0,5,1,0,0,5,1,0,0,4,0,,0,5,0,,0,4.3,-3985,0,-4.0 %,0.0 %,-3985,0,-4.0 %,0.0 %,-3985,0,-4.0 %,0.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0,1137,-1993,0,0.0 %,100.0 %
CORN,8d RSI CORN LT17 - L CORN,0.7 %,4.0 %,351,2009,100.0 %,5.6 %,0.7 %,72.3 %,0.0 %,-1.1 %,1,4,0.1,0.3,100.0 %,100.0 %,,,351,495,0.7 %,1.0 %,1,2.5,0,0,1,4,0,0,1,4,0,0,1,2,,,1,4,,,0,5.6,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,351,495,0,0,100.0 %,100.0 %
COWZ,19d RSI COWZ LT40 - L COWZ,7.0 %,4.9 %,3509,2448,16.7 %,6.3 %,42.1 %,77.1 %,-1.3 %,-1.7 %,8,4,0.7,0.3,75.0 %,75.0 %,1.8,4,439,604,0.9 %,1.2 %,3,3,1,1,3,3,1,1,3,3,0,0,4,3,3,3,6,3,5.4,12.1,2,2.1,-1320,-217,-1.3 %,-0.4 %,-1320,-217,-1.3 %,-0.4 %,0,0,0.0 %,0.0 %,75.0 %,75.0 %,75.0 %,75.0 %,75.0 %,75.0 %,718,878,-400,-217,100.0 %,100.0 %
CPER,17d RSI CPER LT36 - L CPER,2.3 %,0.9 %,1142,441,24.8 %,5.2 %,9.2 %,17.1 %,-1.8 %,-2.6 %,6,2,0.5,0.2,66.7 %,50.0 %,1,12.1,190,221,0.4 %,0.4 %,3.3,5,1,1,2,1,1,1,3,1,0,1,2,1,2,1,4,1,1.9,12.1,0.7,1.2,-1841,-40,-1.8 %,-0.1 %,-644,-40,-0.6 %,-0.1 %,0,-40,0.0 %,-0.1 %,66.7 %,50.0 %,66.7 %,50.0 %,80.0 %,50.0 %,596,481,-621,-40,100.0 %,50.0 %
CQQQ,3d RSI CQQQ LT12 - L CQQQ,1.8 %,17.8 %,876,8908,12.7 %,9.9 %,13.7 %,179.6 %,-2.5 %,-4.2 %,7,8,0.6,0.7,57.1 %,87.5 %,1,3.9,125,1047,0.3 %,2.1 %,3.4,2.1,1,1,2,7,1,1,2,7,1,0,2,6,1.3,7,4,7,1.4,27.1,0.4,2.7,-2573,-321,-2.6 %,-0.6 %,-2573,-321,-2.6 %,-0.6 %,-2573,0,-2.6 %,0.0 %,57.1 %,87.5 %,57.1 %,87.5 %,57.1 %,87.5 %,822,1243,-804,-321,57.1 %,100.0 %
CWB,18d RSI CWB LT42 - L CWB,5.9 %,5.7 %,2975,2847,15.9 %,9.1 %,37.4 %,62.4 %,-0.6 %,-1.4 %,9,6,0.8,0.5,66.7 %,100.0 %,2.8,,331,464,0.7 %,0.9 %,3.3,2.7,1,0,2,6,1,0,2,4,1,0,1,4,2,,6,6,5.7,,1.8,4.2,-621,0,-0.6 %,0.0 %,-621,0,-0.6 %,0.0 %,-621,0,-0.6 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,602,464,-212,0,60.0 %,100.0 %
CWEB,3d RSI CWEB LT13 - L CWEB,21.0 %,30.6 %,10502,15318,15.9 %,11.9 %,132.5 %,257.3 %,-1.9 %,-9.8 %,8,8,0.7,0.7,75.0 %,87.5 %,2,5,1313,1711,2.6 %,3.4 %,3.9,2.5,1,1,4,4,1,1,4,4,1,1,5,3,3,7,6,7,6.1,35.2,1.9,4.3,-2305,-400,-2.3 %,-0.8 %,-2305,-400,-2.3 %,-0.8 %,-1837,-400,-1.8 %,-0.8 %,75.0 %,87.5 %,75.0 %,87.5 %,75.0 %,87.5 %,2095,2012,-1035,-400,85.7 %,83.3 %
CWI,11d RSI CWI LT30 - L CWI,5.8 %,4.8 %,2886,2407,4.0 %,5.2 %,145.0 %,93.3 %,0.0 %,-1.1 %,3,3,0.2,0.2,100.0 %,100.0 %,,,962,791,1.9 %,1.6 %,2,3.3,0,0,3,3,0,0,3,3,0,0,3,3,,,3,3,,,2.6,3.5,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,962,791,0,0,100.0 %,100.0 %
CXSE,5d RSI CXSE LT21 - L CXSE,-3.7 %,10.5 %,-1837,5268,8.2 %,6.0 %,-44.7 %,177.0 %,-4.3 %,-0.9 %,4,6,0.3,0.5,25.0 %,100.0 %,1.2,,-459,845,-0.9 %,1.7 %,3.5,1.5,2,0,1,6,2,0,1,6,2,0,1,5,0.3,,1,6,0.4,,-0.8,3.6,-5160,0,-5.2 %,0.0 %,-5160,0,-5.2 %,0.0 %,-5160,0,-5.2 %,0.0 %,25.0 %,100.0 %,25.0 %,100.0 %,25.0 %,100.0 %,1154,845,-997,0,25.0 %,100.0 %
DBA,13d RSI DBA LT36 - L DBA,7.3 %,7.0 %,3654,3511,16.1 %,6.0 %,45.5 %,118.0 %,0.0 %,-2.8 %,10,4,0.8,0.3,90.0 %,100.0 %,2.4,,365,862,0.7 %,1.7 %,2,2.8,1,0,9,4,0,0,9,4,0,0,6,4,9,,9,4,21.8,,3.6,2.1,-352,0,-0.4 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,90.0 %,100.0 %,90.0 %,100.0 %,100.0 %,100.0 %,426,862,-176,0,100.0 %,100.0 %
DBB,20d RSI DBB LT42 - L DBB,0.9 %,8.2 %,468,4112,30.2 %,15.5 %,3.1 %,53.1 %,-6.4 %,-5.7 %,7,9,0.6,0.8,71.4 %,77.8 %,0.5,0.9,67,448,0.1 %,0.9 %,2.6,3.3,1,2,2,4,2,2,2,4,1,1,1,4,2.5,3.5,5,7,1.1,3.2,0.1,1.6,-6526,-1828,-6.5 %,-3.7 %,-5132,-1828,-5.1 %,-3.7 %,-3514,-1278,-3.5 %,-2.6 %,71.4 %,77.8 %,71.4 %,77.8 %,66.7 %,75.0 %,797,837,-1760,-914,66.7 %,85.7 %
DBC,14d RSI DBC LT32 - L DBC,-0.3 %,3.6 %,-148,1799,100.0 %,5.2 %,-0.3 %,69.8 %,0.0 %,-2.4 %,1,3,0.1,0.2,0.0 %,100.0 %,0,,-148,596,-0.3 %,1.2 %,3,3.3,1,0,0,3,1,0,0,3,1,0,0,3,0,,0,3,0,,0,1.7,-296,0,-0.3 %,0.0 %,-296,0,-0.3 %,0.0 %,-296,0,-0.3 %,0.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0,596,-148,0,0.0 %,100.0 %
DBEF,3d RSI DBEF LT10 - L DBEF,-4.1 %,4.8 %,-2070,2379,9.6 %,6.0 %,-42.9 %,80.0 %,0.0 %,-1.9 %,2,4,0.2,0.3,50.0 %,100.0 %,0.2,,-1035,585,-2.1 %,1.2 %,4.5,2.8,1,0,1,4,1,0,1,4,1,0,1,4,1,,1,4,0.2,,-1,4,-5092,0,-5.1 %,0.0 %,-5092,0,-5.1 %,0.0 %,-5092,0,-5.1 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,476,585,-2546,0,50.0 %,100.0 %
DBO,11d RSI DBO LT30 - L DBO,5.9 %,9.5 %,2929,4740,6.1 %,6.0 %,96.1 %,159.3 %,0.0 %,-1.1 %,3,4,0.2,0.3,100.0 %,100.0 %,,,976,1150,2.0 %,2.3 %,2.3,2.8,0,0,3,4,0,0,3,4,0,0,3,4,,,3,4,,,2.4,3.4,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,976,1150,0,0,100.0 %,100.0 %
DDM,15d RSI DDM LT39 - L DDM,2.0 %,18.0 %,1001,8997,16.0 %,9.9 %,12.5 %,181.4 %,-8.2 %,-2.0 %,7,5,0.6,0.4,57.1 %,100.0 %,0.9,,143,1688,0.3 %,3.4 %,4,3.6,2,0,2,5,2,0,2,5,2,0,2,4,1.3,,4,5,1.2,,0.2,5,-8429,0,-8.4 %,0.0 %,-8429,0,-8.4 %,0.0 %,-6518,0,-6.5 %,0.0 %,57.1 %,100.0 %,57.1 %,100.0 %,57.1 %,100.0 %,1387,1688,-1516,0,50.0 %,100.0 %
DDWM,3d RSI DDWM LT12 - L DDWM,-0.8 %,3.3 %,-395,1659,7.2 %,6.0 %,-11.0 %,55.7 %,0.0 %,-1.9 %,3,4,0.2,0.3,66.7 %,75.0 %,0.4,2.2,-132,412,-0.3 %,0.8 %,2.3,2.8,1,1,2,3,1,1,2,3,1,1,2,3,2,3,2,3,0.7,6.5,-0.2,1.9,-2893,-301,-2.9 %,-0.6 %,-2893,-301,-2.9 %,-0.6 %,-2893,-301,-2.9 %,-0.6 %,66.7 %,75.0 %,66.7 %,75.0 %,66.7 %,75.0 %,526,649,-1446,-301,66.7 %,75.0 %
DEM,12d RSI DEM LT32 - L DEM,3.1 %,6.3 %,1551,3129,5.5 %,5.2 %,56.1 %,121.3 %,-0.2 %,-0.7 %,3,4,0.2,0.3,66.7 %,100.0 %,10.3,,517,765,1.0 %,1.5 %,2.7,2.2,1,0,1,4,1,0,1,4,1,0,1,4,2,,2,4,20.6,,1.6,8,-158,0,-0.2 %,0.0 %,-158,0,-0.2 %,0.0 %,-158,0,-0.2 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,815,765,-79,0,66.7 %,100.0 %
DES,9d RSI DES LT29 - L DES,9.1 %,4.9 %,4527,2470,9.3 %,5.2 %,97.4 %,95.8 %,-1.4 %,-1.5 %,6,4,0.5,0.3,83.3 %,100.0 %,1.5,,754,608,1.5 %,1.2 %,2.5,2.2,1,0,3,4,1,0,3,4,1,0,2,3,5,,5,4,7.4,,2.1,3.6,-1421,0,-1.4 %,0.0 %,-1421,0,-1.4 %,0.0 %,-1421,0,-1.4 %,0.0 %,83.3 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,1047,608,-710,0,80.0 %,100.0 %
DFEN,21d RSI DFEN LT44 - L DFEN,34.8 %,260.2 %,17400,130090,18.0 %,7.9 %,193.4 %,3278.3 %,-5.2 %,-2.4 %,11,6,0.9,0.5,81.8 %,100.0 %,1.2,,1582,17582,3.2 %,35.2 %,2.9,2,1,0,5,6,1,0,5,5,1,0,4,4,4.5,,9,6,5.2,,2.5,1.3,-6805,0,-6.8 %,0.0 %,-5016,0,-5.0 %,0.0 %,-5016,0,-5.0 %,0.0 %,81.8 %,100.0 %,81.8 %,100.0 %,80.0 %,100.0 %,2394,17582,-2073,0,83.3 %,100.0 %
DGRO,20d RSI DGRO LT44 - L DGRO,2.1 %,4.5 %,1063,2225,35.9 %,6.8 %,5.9 %,66.0 %,-1.3 %,-0.8 %,6,3,0.5,0.2,50.0 %,100.0 %,2.2,,177,732,0.4 %,1.5 %,3.3,4,2,0,2,3,2,0,3,3,2,0,1,3,1,,3,3,2.2,,0.8,3.2,-484,0,-0.5 %,0.0 %,-484,0,-0.5 %,0.0 %,-484,0,-0.5 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,60.0 %,100.0 %,658,732,-303,0,33.3 %,100.0 %
DGRW,18d RSI DGRW LT37 - L DGRW,0.4 %,5.0 %,189,2503,18.8 %,5.6 %,2.0 %,90.1 %,-0.6 %,-0.8 %,3,3,0.2,0.2,66.7 %,100.0 %,0.8,,63,822,0.1 %,1.6 %,3,3,1,0,2,3,1,0,2,3,1,0,2,3,2,,2,3,1.7,,0.4,4.3,-578,0,-0.6 %,0.0 %,-578,0,-0.6 %,0.0 %,-578,0,-0.6 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,239,822,-289,0,66.7 %,100.0 %
DGS,4d RSI DGS LT13 - L DGS,3.4 %,4.3 %,1717,2160,7.0 %,6.0 %,48.8 %,72.6 %,0.0 %,-0.8 %,4,4,0.3,0.3,100.0 %,100.0 %,,,429,532,0.9 %,1.1 %,2.5,2.8,0,0,4,4,0,0,4,4,0,0,4,4,,,4,4,,,1.7,4.4,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,429,532,0,0,100.0 %,100.0 %
DIA,16d RSI DIA LT41 - L DIA,2.8 %,8.3 %,1380,4150,17.3 %,9.1 %,15.9 %,90.9 %,-3.9 %,-1.0 %,8,5,0.7,0.4,75.0 %,100.0 %,0.6,,172,805,0.3 %,1.6 %,3.8,3.2,2,0,6,5,2,0,5,5,2,0,2,4,3,,6,5,1.7,,0.5,6.3,-3973,0,-4.0 %,0.0 %,-3973,0,-4.0 %,0.0 %,-3685,0,-3.7 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,71.4 %,100.0 %,561,805,-993,0,50.0 %,100.0 %
DIV,17d RSI DIV LT39 - L DIV,5.1 %,4.5 %,2549,2264,7.1 %,6.3 %,72.1 %,71.3 %,-0.5 %,-3.1 %,4,4,0.3,0.3,75.0 %,75.0 %,3.9,1.7,637,563,1.3 %,1.1 %,2.5,3,1,1,3,2,1,1,3,2,1,1,2,2,3,3,3,3,11.6,5,1.7,1.4,-480,-565,-0.5 %,-1.1 %,-480,-565,-0.5 %,-1.1 %,-480,-384,-0.5 %,-0.8 %,75.0 %,75.0 %,75.0 %,75.0 %,75.0 %,75.0 %,930,939,-240,-565,66.7 %,66.7 %
DIVB,13d RSI DIVB LT33 - L DIVB,0.6 %,0.8 %,308,398,17.2 %,5.2 %,3.6 %,15.4 %,-2.0 %,-3.5 %,3,3,0.2,0.2,66.7 %,66.7 %,0.7,0.9,103,135,0.2 %,0.3 %,2.7,3.3,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,1.3,1.7,0.2,0.4,-2035,-555,-2.0 %,-1.1 %,-2035,-555,-2.0 %,-1.1 %,-2035,-358,-2.0 %,-0.7 %,66.7 %,66.7 %,66.7 %,66.7 %,66.7 %,66.7 %,663,480,-1018,-555,66.7 %,50.0 %
DIVI,17d RSI DIVI LT39 - L DIVI,6.8 %,7.2 %,3407,3578,4.8 %,13.1 %,143.1 %,54.6 %,0.0 %,-1.4 %,2,9,0.2,0.8,100.0 %,100.0 %,,,1704,386,3.4 %,0.8 %,3,2.4,0,0,2,9,0,0,2,8,0,0,2,5,,,2,9,,,7.2,4.1,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1704,386,0,0,100.0 %,100.0 %
DIVO,15d RSI DIVO LT39 - L DIVO,2.2 %,5.2 %,1102,2585,26.3 %,5.6 %,8.4 %,93.0 %,-1.3 %,-0.5 %,5,3,0.4,0.2,60.0 %,100.0 %,1.8,,220,847,0.4 %,1.7 %,2.8,3,2,0,2,3,2,0,2,3,0,0,3,3,1.5,,3,3,2.7,,1,7.6,-1270,0,-1.3 %,0.0 %,-1270,0,-1.3 %,0.0 %,0,0,0.0 %,0.0 %,60.0 %,100.0 %,60.0 %,100.0 %,60.0 %,100.0 %,579,847,-317,0,100.0 %,100.0 %
DLN,18d RSI DLN LT40 - L DLN,1.4 %,5.5 %,689,2730,21.2 %,6.8 %,6.5 %,81.0 %,-1.8 %,-0.5 %,4,4,0.3,0.3,75.0 %,100.0 %,0.6,,172,670,0.3 %,1.3 %,2.5,2.8,1,0,2,4,1,0,2,4,1,0,2,3,3,,3,4,1.8,,0.5,4.3,-1795,0,-1.8 %,0.0 %,-112,0,-0.1 %,0.0 %,-112,0,-0.1 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,66.7 %,100.0 %,529,670,-897,0,66.7 %,100.0 %
DOG,20d RSI DOG LT36 - L DOG,0.2 %,6.3 %,122,3160,100.0 %,17.9 %,0.2 %,35.4 %,0.0 %,-1.3 %,1,10,0.1,0.8,100.0 %,100.0 %,,,122,308,0.2 %,0.6 %,3,3.5,0,0,1,10,0,0,1,9,0,0,1,7,,,1,10,,,0,7.5,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,122,308,0,0,100.0 %,100.0 %
DON,15d RSI DON LT39 - L DON,6.9 %,4.5 %,3451,2235,14.8 %,7.9 %,46.5 %,56.3 %,-2.2 %,-1.4 %,9,4,0.8,0.3,66.7 %,50.0 %,1.7,35.3,383,553,0.8 %,1.1 %,2.7,4,2,1,5,2,2,1,4,2,1,1,4,2,2,1,6,2,3.4,35.3,1.6,1.8,-2243,-34,-2.2 %,-0.1 %,-2243,-34,-2.2 %,-0.1 %,-630,-34,-0.6 %,-0.1 %,66.7 %,50.0 %,66.7 %,50.0 %,62.5 %,50.0 %,815,1139,-479,-32,80.0 %,66.7 %
DPST,19d RSI DPST LT38 - L DPST,59.7 %,31.1 %,29868,15536,16.5 %,6.0 %,361.6 %,522.0 %,-10.7 %,-5.4 %,10,4,0.8,0.3,90.0 %,100.0 %,0.7,,2987,3507,6.0 %,7.0 %,2.7,2.8,1,0,8,4,1,0,7,4,1,0,3,4,9,,9,4,5.9,,2.5,7.7,-12227,0,-12.2 %,0.0 %,-12227,0,-12.2 %,0.0 %,-9252,0,-9.3 %,0.0 %,90.0 %,100.0 %,90.0 %,100.0 %,88.9 %,100.0 %,3998,3507,-6113,0,80.0 %,100.0 %
DRIP,8d RSI DRIP LT16 - L DRIP,2.5 %,4.6 %,1274,2294,100.0 %,5.2 %,2.5 %,89.0 %,0.0 %,-4.2 %,1,2,0.1,0.2,100.0 %,50.0 %,,8.1,1274,1156,2.5 %,2.3 %,3,5.5,0,1,1,1,0,1,1,1,0,1,1,1,,1,1,1,,8.1,0,1.1,0,-324,0.0 %,-0.7 %,0,-324,0.0 %,-0.7 %,0,-324,0.0 %,-0.7 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,1274,2636,0,-324,100.0 %,50.0 %
DRN,20d RSI DRN LT36 - L DRN,-0.0 %,4.9 %,-22,2453,14.9 %,5.2 %,-0.3 %,95.1 %,0.0 %,-5.3 %,2,3,0.2,0.2,50.0 %,100.0 %,0.9,,-11,809,-0.0 %,1.6 %,3.5,3.3,1,0,1,3,1,0,1,3,1,0,1,2,1,,1,3,0.9,,-0.1,2.2,-530,0,-0.5 %,0.0 %,-530,0,-0.5 %,0.0 %,-530,0,-0.5 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,243,809,-265,0,50.0 %,100.0 %
DSI,6d RSI DSI LT23 - L DSI,6.7 %,8.1 %,3373,4042,9.8 %,7.5 %,68.5 %,107.2 %,0.0 %,-1.6 %,3,4,0.2,0.3,66.7 %,100.0 %,1.6,,1124,983,2.2 %,2.0 %,5.3,3.8,1,0,2,4,1,0,2,4,1,0,2,4,2,,2,4,3.2,,0.9,5,-3053,0,-3.1 %,0.0 %,-3053,0,-3.1 %,0.0 %,-3053,0,-3.1 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,2450,983,-1526,0,66.7 %,100.0 %
DULL,19d RSI DULL LT25 - L DULL,-6.9 %,7.8 %,-3429,3894,100.0 %,6.3 %,-6.9 %,122.7 %,-16.2 %,-11.7 %,3,4,0.2,0.3,33.3 %,75.0 %,1.4,0.7,-1143,1018,-2.3 %,2.0 %,4.3,3,2,1,1,2,2,1,1,1,1,0,0,2,0.5,3,1,3,0.7,2.2,-0.3,0.8,-23231,-3343,-23.2 %,-6.7 %,-23231,-1506,-23.2 %,-3.0 %,-6857,0,-6.9 %,0.0 %,33.3 %,75.0 %,33.3 %,75.0 %,33.3 %,66.7 %,8187,2472,-5808,-3343,0.0 %,100.0 %
DUST,5d RSI DUST LT12 - L DUST,-5.0 %,3.7 %,-2481,1863,90.9 %,9.1 %,-5.5 %,40.8 %,-5.4 %,-11.7 %,2,4,0.2,0.3,50.0 %,50.0 %,0.1,2,-1240,493,-2.5 %,1.0 %,4,4.8,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,0.1,2,-1.2,0.5,-5412,-1592,-5.4 %,-3.2 %,-5412,-1592,-5.4 %,-3.2 %,-4962,-1592,-5.0 %,-3.2 %,50.0 %,50.0 %,50.0 %,50.0 %,50.0 %,50.0 %,225,1948,-2706,-961,0.0 %,50.0 %
DVY,20d RSI DVY LT43 - L DVY,6.9 %,1.9 %,3434,934,13.3 %,6.3 %,51.6 %,29.4 %,-2.5 %,-3.4 %,7,4,0.6,0.3,71.4 %,75.0 %,1.3,0.7,491,238,1.0 %,0.5 %,3.1,2,1,1,4,2,1,1,4,2,1,1,3,2,2.5,3,5,3,3.2,2.1,1.3,0.6,-2550,-861,-2.5 %,-1.7 %,-2550,-861,-2.5 %,-1.7 %,-571,-531,-0.6 %,-1.1 %,71.4 %,75.0 %,71.4 %,75.0 %,71.4 %,75.0 %,999,604,-780,-861,75.0 %,66.7 %
DVYE,7d RSI DVYE LT25 - L DVYE,4.1 %,4.9 %,2029,2456,5.5 %,5.6 %,73.4 %,88.4 %,0.0 %,-0.6 %,3,5,0.2,0.4,100.0 %,100.0 %,,,676,482,1.4 %,1.0 %,2.7,1.8,0,0,3,5,0,0,3,5,0,0,3,5,,,3,5,,,2.2,5.2,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,676,482,0,0,100.0 %,100.0 %
DXD,19d RSI DXD LT34 - L DXD,0.5 %,9.7 %,259,4869,100.0 %,13.9 %,0.5 %,70.1 %,0.0 %,-2.7 %,1,8,0.1,0.7,100.0 %,100.0 %,,,259,585,0.5 %,1.2 %,3,3.4,0,0,1,8,0,0,1,8,0,0,1,6,,,1,8,,,0,8,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,259,585,0,0,100.0 %,100.0 %
DXJ,3d RSI DXJ LT11 - L DXJ,-3.5 %,5.2 %,-1769,2592,7.9 %,7.9 %,-45.0 %,65.3 %,-6.2 %,-11.9 %,3,5,0.2,0.4,66.7 %,60.0 %,0.2,3,-590,513,-1.2 %,1.0 %,4,3,1,2,1,3,1,2,1,3,1,2,1,3,2,1.5,2,3,0.4,4.5,-0.6,1.6,-6194,-724,-6.2 %,-1.4 %,-6194,-724,-6.2 %,-1.4 %,-6194,-724,-6.2 %,-1.4 %,66.7 %,60.0 %,66.7 %,60.0 %,66.7 %,60.0 %,664,1097,-3097,-362,66.7 %,60.0 %
EAGL,4d RSI EAGL LT20 - L EAGL,4.0 %,8.3 %,2024,4130,17.3 %,6.3 %,23.5 %,130.1 %,-0.6 %,-2.0 %,7,4,0.6,0.3,71.4 %,100.0 %,1.5,,289,1003,0.6 %,2.0 %,3.9,3,1,0,3,4,1,0,3,4,1,0,2,4,2.5,,5,4,3.7,,1.6,6.9,-834,0,-0.8 %,0.0 %,-834,0,-0.8 %,0.0 %,-641,0,-0.6 %,0.0 %,71.4 %,100.0 %,71.4 %,100.0 %,71.4 %,100.0 %,552,1003,-369,0,80.0 %,100.0 %
ECH,20d RSI ECH LT37 - L ECH,5.7 %,8.8 %,2829,4424,7.2 %,5.6 %,78.1 %,159.2 %,0.0 %,-1.1 %,2,6,0.2,0.5,100.0 %,100.0 %,,,1415,713,2.8 %,1.4 %,1.5,1.3,0,0,2,6,0,0,2,5,0,0,2,4,,,2,6,,,2.8,5.4,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1415,713,0,0,100.0 %,100.0 %
EDC,21d RSI EDC LT39 - L EDC,12.4 %,20.3 %,6210,10152,13.6 %,5.2 %,91.1 %,393.6 %,0.0 %,-1.4 %,3,5,0.2,0.4,100.0 %,100.0 %,,,2070,1891,4.1 %,3.8 %,2,1.4,0,0,3,5,0,0,2,4,0,0,2,4,,,3,5,,,2.1,4.7,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,2070,1891,0,0,100.0 %,100.0 %
EDIV,5d RSI EDIV LT17 - L EDIV,1.9 %,7.5 %,957,3727,5.5 %,6.3 %,34.6 %,117.4 %,-0.4 %,-0.1 %,3,6,0.2,0.5,66.7 %,100.0 %,3.1,,319,603,0.6 %,1.2 %,2.7,1.7,1,0,1,6,1,0,1,6,1,0,1,6,2,,2,6,6.2,,1.3,11.7,-368,0,-0.4 %,0.0 %,-368,0,-0.4 %,0.0 %,-368,0,-0.4 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,570,603,-184,0,66.7 %,100.0 %
EDV,21d RSI EDV LT36 - L EDV,-0.5 %,9.2 %,-266,4593,100.0 %,7.5 %,-0.5 %,121.8 %,0.0 %,-1.5 %,1,6,0.1,0.5,0.0 %,100.0 %,0,,-266,740,-0.5 %,1.5 %,6,1.7,1,0,0,6,1,0,0,6,1,0,0,3,0,,0,6,0,,0,4.1,-532,0,-0.5 %,0.0 %,-532,0,-0.5 %,0.0 %,-532,0,-0.5 %,0.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0,740,-266,0,0.0 %,100.0 %
EDZ,19d RSI EDZ LT33 - L EDZ,8.0 %,21.4 %,4006,10720,30.2 %,6.0 %,26.5 %,360.2 %,-6.8 %,-2.1 %,7,5,0.6,0.4,57.1 %,100.0 %,1.5,,572,1995,1.1 %,4.0 %,2.6,2,3,0,3,5,2,0,3,4,1,0,2,4,1.3,,4,5,2.1,,0.9,3.7,-7604,0,-7.6 %,0.0 %,-4415,0,-4.4 %,0.0 %,-4415,0,-4.4 %,0.0 %,57.1 %,100.0 %,57.1 %,100.0 %,66.7 %,100.0 %,1952,1995,-1267,0,75.0 %,100.0 %
EEM,17d RSI EEM LT38 - L EEM,2.0 %,7.0 %,982,3475,10.9 %,5.2 %,17.9 %,134.7 %,0.0 %,-0.5 %,2,4,0.2,0.3,100.0 %,100.0 %,,,491,850,1.0 %,1.7 %,2.5,2.2,0,0,2,4,0,0,2,4,0,0,2,4,,,2,4,,,2.6,3.2,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,491,850,0,0,100.0 %,100.0 %
