,,"Purpose of This Spreadsheet is to Outline the Methodology of System 30
Branches Traded in 2023 OOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPE,11d RSI FPE LT16 - L FPE,-3.0 %,0.9 %,-1478,457,100.0 %,5.2 %,-3.0 %,17.7 %,0.0 %,-1.8 %,1,3,0.1,0.2,0.0 %,66.7 %,0,1.3,-1478,153,-3.0 %,0.3 %,12,3.3,1,1,0,1,1,1,0,1,1,1,0,1,0,2,0,2,0,2.6,0,0.7,-2956,-294,-3.0 %,-0.6 %,-2956,-294,-3.0 %,-0.6 %,-2956,-294,-3.0 %,-0.6 %,0.0 %,66.7 %,0.0 %,66.7 %,0.0 %,66.7 %,0,376,-1478,-294,0.0 %,66.7 %
FPEI,6d RSI FPEI LT10 - L FPEI,-6.6 %,1.8 %,-3278,901,12.5 %,5.2 %,-52.4 %,34.8 %,-0.3 %,-0.6 %,2,4,0.2,0.3,0.0 %,100.0 %,0,,-1639,223,-3.3 %,0.5 %,8.5,2.2,2,0,0,4,2,0,0,4,2,0,0,3,0,,0,4,0,,-1.5,2.7,-6555,0,-6.6 %,0.0 %,-6555,0,-6.6 %,0.0 %,-6555,0,-6.6 %,0.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0,223,-1639,0,0.0 %,100.0 %
FSTA,7d RSI FSTA LT19 - L FSTA,-1.7 %,8.4 %,-835,4237,18.6 %,6.0 %,-9.0 %,141.8 %,-2.0 %,-3.4 %,3,4,0.2,0.3,33.3 %,100.0 %,1,,-278,1024,-0.6 %,2.0 %,5.3,2.8,1,0,1,4,1,0,1,4,1,0,1,4,0.5,,1,4,0.5,,-0.6,9.8,-2020,0,-2.0 %,0.0 %,-2020,0,-2.0 %,0.0 %,-2020,0,-2.0 %,0.0 %,33.3 %,100.0 %,33.3 %,100.0 %,33.3 %,100.0 %,876,1024,-855,0,33.3 %,100.0 %
FTCS,21d RSI FTCS LT34 - L FTCS,3.0 %,9.8 %,1480,4945,4.2 %,5.2 %,70.6 %,190.9 %,0.0 %,-1.9 %,2,4,0.2,0.3,100.0 %,100.0 %,,,740,1189,1.5 %,2.4 %,2.5,2.2,0,0,2,4,0,0,2,4,0,0,2,4,,,2,4,,,5.2,7.6,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,740,1189,0,0,100.0 %,100.0 %
FTGC,11d RSI FTGC LT28 - L FTGC,2.7 %,1.0 %,1347,484,7.5 %,6.4 %,36.1 %,15.2 %,0.0 %,-6.2 %,3,4,0.2,0.3,100.0 %,75.0 %,,0.5,449,128,0.9 %,0.3 %,3,3,0,1,3,2,0,1,3,2,0,1,3,1,,3,3,3,,1.4,1.8,0.3,0,-1372,0.0 %,-2.7 %,0,-1372,0.0 %,-2.7 %,0,-1067,0.0 %,-2.1 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,449,628,0,-1372,100.0 %,66.7 %
FTHI,12d RSI FTHI LT32 - L FTHI,5.3 %,13.2 %,2627,6629,9.0 %,8.0 %,58.5 %,166.4 %,0.0 %,-2.3 %,5,7,0.4,0.6,100.0 %,100.0 %,,,525,894,1.1 %,1.8 %,2,1.9,0,0,5,7,0,0,5,7,0,0,4,5,,,5,7,,,7.3,9.2,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,525,894,0,0,100.0 %,100.0 %
FTXL,20d RSI FTXL LT38 - L FTXL,2.0 %,14.8 %,1025,7405,100.0 %,13.6 %,2.0 %,109.3 %,0.0 %,-9.3 %,1,7,0.1,0.6,100.0 %,57.1 %,,4.9,1025,1015,2.0 %,2.0 %,5,3.9,0,2,1,3,0,2,1,3,0,1,1,4,,1.3,1,4,,6.5,0,1.8,0,-1200,0.0 %,-2.4 %,0,-1200,0.0 %,-2.4 %,0,-95,0.0 %,-0.2 %,100.0 %,57.1 %,100.0 %,57.1 %,100.0 %,57.1 %,1025,2101,0,-432,100.0 %,80.0 %
FTXO,16d RSI FTXO LT34 - L FTXO,2.9 %,8.3 %,1474,4188,18.1 %,6.8 %,16.3 %,123.7 %,0.0 %,-2.8 %,9,5,0.8,0.4,88.9 %,100.0 %,0.2,,164,809,0.3 %,1.6 %,2.3,2.4,1,0,8,5,1,0,7,5,1,0,4,5,8,,8,5,1.2,,0.2,5.6,-12737,0,-12.7 %,0.0 %,-12737,0,-12.7 %,0.0 %,-3123,0,-3.1 %,0.0 %,88.9 %,100.0 %,88.9 %,100.0 %,87.5 %,100.0 %,980,809,-6368,0,80.0 %,100.0 %
FTXR,14d RSI FTXR LT31 - L FTXR,0.4 %,0.5 %,224,264,9.1 %,5.2 %,4.9 %,10.2 %,-3.1 %,-4.6 %,4,3,0.3,0.2,75.0 %,66.7 %,0.4,0.7,56,90,0.1 %,0.2 %,2.8,3.3,1,1,3,1,1,1,3,1,1,1,3,1,3,2,3,2,1.1,1.4,0.1,0.3,-3173,-601,-3.2 %,-1.2 %,-3173,-601,-3.2 %,-1.2 %,-3173,-601,-3.2 %,-1.2 %,75.0 %,66.7 %,75.0 %,66.7 %,75.0 %,66.7 %,603,435,-1586,-601,75.0 %,66.7 %
FUTY,11d RSI FUTY LT24 - L FUTY,-1.7 %,5.7 %,-840,2839,14.4 %,5.2 %,-11.6 %,109.6 %,-2.7 %,-3.5 %,2,3,0.2,0.2,50.0 %,66.7 %,0.4,8.7,-420,938,-0.8 %,1.9 %,5.5,3.3,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,0.4,17.4,-0.6,1.4,-2728,-171,-2.7 %,-0.3 %,-2728,-171,-2.7 %,-0.3 %,-2728,-171,-2.7 %,-0.3 %,50.0 %,66.7 %,50.0 %,66.7 %,50.0 %,66.7 %,524,1492,-1364,-171,50.0 %,50.0 %
FV,17d RSI FV LT35 - L FV,8.4 %,8.3 %,4199,4146,13.7 %,6.0 %,61.3 %,138.7 %,0.0 %,-5.7 %,6,4,0.5,0.3,83.3 %,75.0 %,2,2.1,700,1013,1.4 %,2.0 %,2.8,2.8,1,1,5,2,0,1,5,2,0,1,3,2,5,3,5,3,10.1,6.3,2.2,1.9,-925,-769,-0.9 %,-1.5 %,0,-769,0.0 %,-1.5 %,0,-769,0.0 %,-1.5 %,83.3 %,75.0 %,83.3 %,75.0 %,100.0 %,75.0 %,932,1607,-462,-769,100.0 %,75.0 %
FVD,5d RSI FVD LT11 - L FVD,1.2 %,0.5 %,596,250,24.2 %,5.2 %,4.9 %,9.6 %,-2.0 %,-3.2 %,3,2,0.2,0.2,66.7 %,50.0 %,0.8,9.4,199,124,0.4 %,0.2 %,6.3,5.5,1,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1.6,9.4,0.4,1.1,-2031,-30,-2.0 %,-0.1 %,-2031,-30,-2.0 %,-0.1 %,-2031,-30,-2.0 %,-0.1 %,66.7 %,50.0 %,66.7 %,50.0 %,66.7 %,50.0 %,806,278,-1016,-30,66.7 %,50.0 %
FXF,7d RSI FXF LT14 - L FXF,-1.2 %,0.2 %,-620,124,100.0 %,6.0 %,-1.2 %,4.2 %,0.0 %,-1.8 %,1,3,0.1,0.2,0.0 %,33.3 %,0,2.8,-620,42,-1.2 %,0.1 %,5,4,1,2,0,1,1,2,0,1,1,1,0,1,0,0.5,0,1,0,1.4,0,0.3,-1240,-298,-1.2 %,-0.6 %,-1240,-298,-1.2 %,-0.6 %,-1240,-298,-1.2 %,-0.6 %,0.0 %,33.3 %,0.0 %,33.3 %,0.0 %,33.3 %,0,424,-620,-149,0.0 %,50.0 %
FXN,14d RSI FXN LT35 - L FXN,1.8 %,23.0 %,925,11523,9.1 %,5.2 %,20.3 %,445.0 %,0.0 %,-3.2 %,4,5,0.3,0.4,75.0 %,100.0 %,0.5,,231,2112,0.5 %,4.2 %,3.5,1.6,1,0,3,5,1,0,3,5,1,0,3,4,3,,3,5,1.6,,0.4,11.2,-3121,0,-3.1 %,0.0 %,-3121,0,-3.1 %,0.0 %,-3121,0,-3.1 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,828,2112,-1560,0,75.0 %,100.0 %
FXO,18d RSI FXO LT38 - L FXO,6.9 %,19.2 %,3463,9620,19.5 %,11.9 %,35.5 %,161.0 %,-0.8 %,-4.8 %,10,9,0.8,0.8,80.0 %,77.8 %,0.4,6.8,346,989,0.7 %,2.0 %,2.3,2.3,1,1,4,4,1,1,4,6,0,1,3,5,4,3.5,8,7,1.7,23.9,0.6,4.1,-9355,-231,-9.4 %,-0.5 %,-7394,-231,-7.4 %,-0.5 %,0,-231,0.0 %,-0.5 %,80.0 %,77.8 %,80.0 %,77.8 %,75.0 %,87.5 %,1071,1327,-2552,-194,100.0 %,85.7 %
FXR,17d RSI FXR LT36 - L FXR,1.6 %,11.5 %,805,5756,58.6 %,9.6 %,2.7 %,120.4 %,-0.7 %,-5.3 %,3,6,0.2,0.5,66.7 %,83.3 %,1.6,6.5,268,918,0.5 %,1.8 %,4.7,3,1,1,2,4,1,1,2,3,0,1,2,3,2,5,2,5,3.3,32.7,1,3,-710,-174,-0.7 %,-0.3 %,-710,-174,-0.7 %,-0.3 %,0,-174,0.0 %,-0.3 %,66.7 %,83.3 %,66.7 %,83.3 %,66.7 %,80.0 %,580,1137,-355,-174,100.0 %,80.0 %
FXU,21d RSI FXU LT33 - L FXU,-1.9 %,9.0 %,-969,4513,100.0 %,5.6 %,-1.9 %,161.8 %,0.0 %,-4.0 %,1,3,0.1,0.2,0.0 %,100.0 %,0,,-969,1462,-1.9 %,2.9 %,6,3.7,1,0,0,3,1,0,0,3,1,0,0,2,0,,0,3,0,,0,3.1,-1938,0,-1.9 %,0.0 %,-1938,0,-1.9 %,0.0 %,-1938,0,-1.9 %,0.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0,1462,-969,0,0.0 %,100.0 %
GCOW,17d RSI GCOW LT32 - L GCOW,1.8 %,12.0 %,885,6019,100.0 %,6.4 %,1.8 %,188.8 %,0.0 %,-2.0 %,1,6,0.1,0.5,100.0 %,100.0 %,,,885,954,1.8 %,1.9 %,2,1.7,0,0,1,6,0,0,1,6,0,0,1,4,,,1,6,,,0,7.2,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,885,954,0,0,100.0 %,100.0 %
GDX,20d RSI GDX LT33 - L GDX,1.3 %,12.2 %,637,6137,100.0 %,6.4 %,1.3 %,192.6 %,0.0 %,-6.3 %,1,4,0.1,0.3,100.0 %,75.0 %,,16.2,637,1473,1.3 %,3.0 %,3,3,0,1,1,2,0,1,1,1,0,1,1,1,,3,1,3,,48.7,0,2.8,0,-123,0.0 %,-0.2 %,0,-123,0.0 %,-0.2 %,0,-123,0.0 %,-0.2 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,66.7 %,637,2006,0,-123,100.0 %,66.7 %
GDXJ,5d RSI GDXJ LT17 - L GDXJ,-2.8 %,11.6 %,-1390,5805,14.0 %,5.2 %,-19.8 %,224.2 %,-2.4 %,-8.6 %,4,4,0.3,0.3,50.0 %,75.0 %,0.4,1.5,-347,1431,-0.7 %,2.9 %,4.5,2.2,1,1,2,2,1,1,2,2,1,1,2,1,1,3,2,3,0.4,4.4,-0.9,1.4,-2428,-1660,-2.4 %,-3.3 %,-2428,-1660,-2.4 %,-3.3 %,-2428,-1660,-2.4 %,-3.3 %,50.0 %,75.0 %,50.0 %,75.0 %,50.0 %,75.0 %,433,2461,-1128,-1660,50.0 %,66.7 %
GIGB,7d RSI GIGB LT19 - L GIGB,0.5 %,5.4 %,248,2714,100.0 %,8.8 %,0.5 %,61.9 %,0.0 %,-1.3 %,1,8,0.1,0.7,100.0 %,100.0 %,,,248,331,0.5 %,0.7 %,5,1.8,0,0,1,8,0,0,1,8,0,0,1,6,,,1,8,,,0,4.7,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,248,331,0,0,100.0 %,100.0 %
GLD,14d RSI GLD LT30 - L GLD,-2.0 %,2.1 %,-1019,1040,100.0 %,6.8 %,-2.0 %,30.7 %,0.0 %,-2.6 %,1,3,0.1,0.2,0.0 %,66.7 %,0,1.4,-1019,348,-2.0 %,0.7 %,6,4.7,1,1,0,1,1,1,0,1,1,1,0,1,0,2,0,2,0,2.8,0,0.9,-2038,-577,-2.0 %,-1.1 %,-2038,-577,-2.0 %,-1.1 %,-2038,-577,-2.0 %,-1.1 %,0.0 %,66.7 %,0.0 %,66.7 %,0.0 %,66.7 %,0,810,-1019,-577,0.0 %,66.7 %
GLL,4d RSI GLL LT13 - L GLL,9.4 %,8.4 %,4714,4231,7.8 %,6.0 %,120.5 %,141.6 %,0.0 %,-7.8 %,6,5,0.5,0.4,100.0 %,100.0 %,,,786,819,1.6 %,1.6 %,1.8,2,0,0,6,5,0,0,6,5,0,0,5,5,,,6,5,,,3,3.2,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,786,819,0,0,100.0 %,100.0 %
GLTR,4d RSI GLTR LT13 - L GLTR,2.5 %,2.3 %,1259,1176,11.7 %,6.4 %,21.5 %,36.9 %,-3.2 %,-2.8 %,6,4,0.5,0.3,66.7 %,100.0 %,0.8,,210,291,0.4 %,0.6 %,2.8,3,1,0,3,4,1,0,3,4,1,0,3,4,2,,4,4,1.6,,0.5,3.7,-3326,0,-3.3 %,0.0 %,-3326,0,-3.3 %,0.0 %,-3326,0,-3.3 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,835,291,-1040,0,80.0 %,100.0 %
GNR,10d RSI GNR LT26 - L GNR,5.4 %,18.0 %,2688,9034,14.3 %,6.0 %,37.6 %,302.3 %,0.0 %,-2.4 %,4,6,0.3,0.5,100.0 %,100.0 %,,,672,1400,1.3 %,2.8 %,1.5,1.5,0,0,4,6,0,0,4,6,0,0,4,4,,,4,6,,,5.3,7.2,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,672,1400,0,0,100.0 %,100.0 %
GOVI,6d RSI GOVI LT14 - L GOVI,1.3 %,4.6 %,627,2326,100.0 %,6.8 %,1.3 %,68.7 %,0.0 %,-2.2 %,1,5,0.1,0.4,100.0 %,80.0 %,,1.9,627,458,1.3 %,0.9 %,4,2.4,0,1,1,3,0,1,1,3,0,1,1,3,,4,1,4,,7.5,0,2,0,-351,0.0 %,-0.7 %,0,-351,0.0 %,-0.7 %,0,-351,0.0 %,-0.7 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,80.0 %,627,660,0,-351,100.0 %,80.0 %
GOVT,18d RSI GOVT LT29 - L GOVT,0.6 %,3.3 %,299,1644,100.0 %,5.2 %,0.6 %,63.5 %,0.0 %,-0.6 %,1,5,0.1,0.4,100.0 %,100.0 %,,,299,323,0.6 %,0.7 %,2,1.6,0,0,1,5,0,0,1,5,0,0,1,4,,,1,5,,,0,6.1,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,299,323,0,0,100.0 %,100.0 %
GRID,21d RSI GRID LT36 - L GRID,-3.8 %,23.4 %,-1882,11772,53.4 %,11.9 %,-7.0 %,197.0 %,-6.4 %,-6.0 %,6,7,0.5,0.6,33.3 %,85.7 %,1,3.5,-314,1545,-0.6 %,3.1 %,4.2,3.3,3,1,1,6,3,1,1,6,2,1,1,5,0.5,6,2,6,0.5,21.3,-0.8,3.1,-6448,-534,-6.4 %,-1.1 %,-4258,-534,-4.3 %,-1.1 %,-6448,-534,-6.4 %,-1.1 %,33.3 %,85.7 %,33.3 %,85.7 %,25.0 %,85.7 %,924,1891,-932,-534,50.0 %,83.3 %
GSG,4d RSI GSG LT14 - L GSG,11.1 %,8.8 %,5550,4393,11.4 %,6.0 %,97.4 %,147.0 %,0.0 %,-2.6 %,6,4,0.5,0.3,100.0 %,100.0 %,,,925,1063,1.9 %,2.1 %,2.7,2.8,0,0,6,4,0,0,6,4,0,0,6,4,,,6,4,,,7.2,3.6,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,925,1063,0,0,100.0 %,100.0 %
GSIE,13d RSI GSIE LT30 - L GSIE,1.7 %,18.7 %,849,9406,33.3 %,13.2 %,5.1 %,143.1 %,-0.3 %,-2.5 %,3,9,0.2,0.8,66.7 %,100.0 %,3.9,,283,966,0.6 %,1.9 %,1.7,2.7,1,0,1,9,1,0,1,9,0,0,2,7,2,,2,9,7.7,,1.6,5.6,-253,0,-0.3 %,0.0 %,-253,0,-0.3 %,0.0 %,0,0,0.0 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,488,966,-127,0,100.0 %,100.0 %
GSLC,21d RSI GSLC LT36 - L GSLC,2.5 %,13.8 %,1235,6909,35.0 %,9.6 %,7.1 %,144.5 %,0.0 %,-3.8 %,2,7,0.2,0.6,100.0 %,100.0 %,,,617,933,1.2 %,1.9 %,2.5,2.4,0,0,2,7,0,0,2,7,0,0,1,6,,,2,7,,,3,4.6,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,617,933,0,0,100.0 %,100.0 %
GUNR,13d RSI GUNR LT29 - L GUNR,5.0 %,9.4 %,2516,4745,6.8 %,5.2 %,73.7 %,183.2 %,0.0 %,-7.0 %,4,4,0.3,0.3,100.0 %,100.0 %,,,629,1146,1.3 %,2.3 %,1.8,2.2,0,0,4,4,0,0,4,4,0,0,4,3,,,4,4,,,5.8,3.5,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,629,1146,0,0,100.0 %,100.0 %
GUSH,21d RSI GUSH LT38 - L GUSH,18.7 %,48.5 %,9359,24366,7.7 %,6.4 %,244.6 %,764.5 %,0.0 %,-11.3 %,5,5,0.4,0.4,100.0 %,100.0 %,,,1872,4142,3.7 %,8.3 %,2,2.2,0,0,5,5,0,0,5,5,0,0,4,4,,,5,5,,,3.8,5.7,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1872,4142,0,0,100.0 %,100.0 %
GVAL,6d RSI GVAL LT19 - L GVAL,-0.1 %,23.9 %,-55,11977,100.0 %,10.8 %,-0.1 %,222.7 %,0.0 %,-2.6 %,1,9,0.1,0.8,0.0 %,100.0 %,0,,-55,1208,-0.1 %,2.4 %,6,2,1,0,0,9,1,0,0,9,1,0,0,7,0,,0,9,0,,0,5.2,-111,0,-0.1 %,0.0 %,-111,0,-0.1 %,0.0 %,-111,0,-0.1 %,0.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0,1208,-55,0,0.0 %,100.0 %
HACK,4d RSI HACK LT12 - L HACK,6.4 %,12.9 %,3191,6493,9.0 %,10.4 %,71.2 %,125.4 %,0.0 %,-6.5 %,4,6,0.3,0.5,100.0 %,100.0 %,,,798,1027,1.6 %,2.0 %,2.2,3.3,0,0,4,6,0,0,4,6,0,0,4,4,,,4,6,,,7.6,4.7,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,798,1027,0,0,100.0 %,100.0 %
HDGE,17d RSI HDGE LT36 - L HDGE,-4.0 %,7.5 %,-2002,3787,26.9 %,5.2 %,-14.9 %,146.2 %,-8.1 %,-4.1 %,14,3,1.2,0.2,50.0 %,100.0 %,0.8,,-143,1230,-0.3 %,2.5 %,3.6,3.3,2,0,3,3,2,0,2,3,5,0,1,2,1,,7,3,0.8,,-0.3,4.1,-5485,0,-5.5 %,0.0 %,-5485,0,-5.5 %,0.0 %,-6293,0,-6.3 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,46.2 %,100.0 %,1024,1230,-1310,0,16.7 %,100.0 %
HDV,9d RSI HDV LT26 - L HDV,2.1 %,6.5 %,1025,3259,10.7 %,5.2 %,19.1 %,125.8 %,-1.4 %,-3.7 %,4,4,0.3,0.3,75.0 %,75.0 %,0.8,6.7,256,799,0.5 %,1.6 %,3.5,2.2,1,1,2,2,1,1,2,2,0,1,3,2,3,3,3,3,2.5,20.2,0.8,2,-1387,-166,-1.4 %,-0.3 %,-1387,-166,-1.4 %,-0.3 %,0,-166,0.0 %,-0.3 %,75.0 %,75.0 %,75.0 %,75.0 %,75.0 %,75.0 %,573,1121,-694,-166,100.0 %,75.0 %
HYLB,14d RSI HYLB LT27 - L HYLB,0.7 %,8.7 %,368,4366,100.0 %,7.6 %,0.7 %,115.4 %,0.0 %,-0.6 %,1,6,0.1,0.5,100.0 %,100.0 %,,,368,702,0.7 %,1.4 %,3,2.2,0,0,1,6,0,0,1,6,0,0,1,4,,,1,6,,,0,3.8,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,368,702,0,0,100.0 %,100.0 %
IAI,16d RSI IAI LT33 - L IAI,2.2 %,11.3 %,1095,5690,9.5 %,6.0 %,23.1 %,190.4 %,0.0 %,-2.2 %,6,5,0.5,0.4,83.3 %,100.0 %,0.3,,183,1086,0.4 %,2.2 %,1.7,2,1,0,5,5,1,0,4,5,1,0,1,4,5,,5,5,1.4,,0.3,11.7,-5680,0,-5.7 %,0.0 %,-4646,0,-4.6 %,0.0 %,-3411,0,-3.4 %,0.0 %,83.3 %,100.0 %,83.3 %,100.0 %,80.0 %,100.0 %,787,1086,-2840,0,50.0 %,100.0 %
IAT,11d RSI IAT LT30 - L IAT,-1.7 %,19.1 %,-845,9603,19.4 %,11.2 %,-8.7 %,172.2 %,-23.9 %,-2.5 %,6,7,0.5,0.6,83.3 %,100.0 %,0.2,,-141,1266,-0.3 %,2.5 %,3.2,3,1,0,4,7,1,0,4,7,1,0,2,6,5,,5,7,0.9,,-0.1,17.1,-24322,0,-24.3 %,0.0 %,-24322,0,-24.3 %,0.0 %,-11659,0,-11.7 %,0.0 %,83.3 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,2263,1266,-12161,0,66.7 %,100.0 %
IAU,9d RSI IAU LT22 - L IAU,-0.5 %,2.6 %,-263,1300,27.0 %,6.0 %,-1.9 %,43.5 %,-1.0 %,-1.4 %,2,3,0.2,0.2,50.0 %,66.7 %,0.5,4.4,-131,431,-0.3 %,0.9 %,4,4,1,1,1,2,1,1,1,2,1,0,1,2,1,2,1,2,0.5,8.8,-0.5,1.4,-1000,-166,-1.0 %,-0.3 %,-1000,-166,-1.0 %,-0.3 %,-1000,0,-1.0 %,0.0 %,50.0 %,66.7 %,50.0 %,66.7 %,50.0 %,66.7 %,238,730,-500,-166,50.0 %,100.0 %
IBB,4d RSI IBB LT10 - L IBB,3.6 %,3.8 %,1777,1899,12.3 %,6.0 %,28.8 %,63.5 %,0.0 %,-5.7 %,3,3,0.2,0.2,100.0 %,66.7 %,,3.9,592,630,1.2 %,1.3 %,2,4,0,1,3,1,0,1,3,1,0,0,3,2,,2,3,2,,7.9,2.9,1.3,0,-275,0.0 %,-0.6 %,0,-275,0.0 %,-0.6 %,0,0,0.0 %,0.0 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,592,1083,0,-275,100.0 %,100.0 %
IBND,6d RSI IBND LT11 - L IBND,-0.9 %,4.9 %,-447,2475,100.0 %,5.6 %,-0.9 %,88.7 %,0.0 %,-1.1 %,1,4,0.1,0.3,0.0 %,100.0 %,0,,-447,606,-0.9 %,1.2 %,8,2.5,1,0,0,4,1,0,0,4,1,0,0,4,0,,0,4,0,,0,5.1,-893,0,-0.9 %,0.0 %,-893,0,-0.9 %,0.0 %,-893,0,-0.9 %,0.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0,606,-447,0,0.0 %,100.0 %
ICF,12d RSI ICF LT23 - L ICF,-0.6 %,3.1 %,-292,1546,100.0 %,5.6 %,-0.6 %,55.4 %,0.0 %,-5.2 %,1,3,0.1,0.2,0.0 %,66.7 %,0,1.3,-292,520,-0.6 %,1.0 %,6,3.7,1,1,0,2,1,1,0,2,1,1,0,2,0,2,0,2,0,2.6,0,0.8,-583,-959,-0.6 %,-1.9 %,-583,-959,-0.6 %,-1.9 %,-583,-959,-0.6 %,-1.9 %,0.0 %,66.7 %,0.0 %,66.7 %,0.0 %,66.7 %,0,1260,-292,-959,0.0 %,66.7 %
ICLN,6d RSI ICLN LT13 - L ICLN,-2.7 %,3.2 %,-1339,1609,34.8 %,5.2 %,-7.7 %,62.1 %,-3.0 %,-6.3 %,3,2,0.2,0.2,33.3 %,100.0 %,0.2,,-446,797,-0.9 %,1.6 %,4.3,5.5,2,0,1,2,2,0,1,2,2,0,0,2,0.5,,1,2,0.1,,-1.8,2.7,-2984,0,-3.0 %,0.0 %,-2984,0,-3.0 %,0.0 %,-2679,0,-2.7 %,0.0 %,33.3 %,100.0 %,33.3 %,100.0 %,33.3 %,100.0 %,153,797,-746,0,0.0 %,100.0 %
ICOW,10d RSI ICOW LT29 - L ICOW,2.7 %,30.5 %,1330,15302,6.5 %,12.8 %,41.2 %,240.1 %,0.0 %,-2.5 %,2,11,0.2,0.9,100.0 %,100.0 %,,,665,1231,1.3 %,2.5 %,2,1.9,0,0,2,11,0,0,2,10,0,0,2,7,,,2,11,,,3.5,4.8,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,665,1231,0,0,100.0 %,100.0 %
ICVT,5d RSI ICVT LT10 - L ICVT,1.9 %,4.8 %,931,2399,6.2 %,5.6 %,29.8 %,86.0 %,0.0 %,-3.8 %,3,3,0.2,0.2,100.0 %,100.0 %,,,310,785,0.6 %,1.6 %,2,3.7,0,0,3,3,0,0,3,3,0,0,3,3,,,3,3,,,3.7,3.7,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,310,785,0,0,100.0 %,100.0 %
IDEV,14d RSI IDEV LT31 - L IDEV,1.7 %,16.1 %,867,8094,22.6 %,11.2 %,7.7 %,145.1 %,-0.3 %,-2.7 %,4,8,0.3,0.7,75.0 %,100.0 %,2.4,,217,947,0.4 %,1.9 %,2,2.5,1,0,2,8,1,0,2,8,0,0,3,7,3,,3,8,7.1,,1.8,4.4,-284,0,-0.3 %,0.0 %,-284,0,-0.3 %,0.0 %,0,0,0.0 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,336,947,-142,0,100.0 %,100.0 %
